caseid,liveurban,vote16,protest,vote,most_important_issue,confecon,ideology,partyID,universal_income,family_separation,free_college,forgive_loans,race,birthyr,sex,education,weight,fttrump,ftobama,ftbiden,ftwarren,ftsanders,ftbuttigieg,ftharris,ftblack,ftwhite,fthisp,ftasian,ftmuslim,ftillegal,ftjournal,ftnato,ftun,ftice,ftnra,ftchina,ftnkorea,ftmexico,ftsaudi,ftukraine,ftiran,ftbritain,ftgermany,ftjapan,ftisrael,ftfrance,ftcanada,ftturkey,ftrussia,ftpales,ftimmig,partisanship,ftbiden_level,age,age2,ftbiden_float,ftbiden_cat,ftbiden_str,prefersbiden,worried_econ,favor_both
1402,Town,Hillary Clinton,True,Joe Biden,trump,Extremely worried,Liberal,Democrat,Favor a moderate amount,Oppose strongly,Favor a great deal,Favor a great deal,Hispanic,1960,Male,4-year degree,.556427919485323,1.0,79.0,50.0,80.0,84.0,39.0,79.0,84.0,55.0,94.0,85.0,68.0,100.0,76,54.0,50.0,0.0,0.0,45,1.0,97.0,34.0,30.0,59.0,80,82,90,31.0,89.0,97,71.0,32.0,75.0,99.0,49.0,neutral,60,3600,50.0,50.0,50.0,True,True,True
1403,Town,Donald Trump,False,Donald Trump,Leftist attempts to turn the country into a socialist shit hole,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1963,Male,High school graduate,.829993880619484,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0,0.0,0.0,0.0,0.0,0.0,50,0,99,100.0,0.0,50,0.0,0.0,0.0,71.0,-100.0,dislike,57,3249,0.0,0.0,0.0,False,False,False
1404,City,Someone else,True,Someone else,Wage stagnation and income inequality,Very worried,Liberal,Independent,Favor a little,Oppose strongly,Favor a great deal,Favor a great deal,Other,1956,Male,4-year degree,.39466874556074,0.0,44.0,9.0,32.0,100.0,7.0,3.0,64.0,46.0,63.0,55.0,69.0,66.0,62,57.0,62.0,1.0,0.0,38,0.0,70.0,0.0,65.0,42.0,55,59,80,40.0,99.0,81,0.0,10.0,60.0,71.0,9.0,dislike,64,4096,9.0,9.0,9.0,True,False,True
1405,Town,Hillary Clinton,False,Joe Biden,Donald Trump and Mitch McConnell,A little worried,Moderate,Democrat,Favor a little,Oppose strongly,Favor a moderate amount,Favor a little,White,1976,Female,2-year degree,.959836119974666,5.0,99.0,81.0,82.0,69.0,83.0,81.0,90.0,66.0,94.0,94.0,88.0,50.0,81,91.0,86.0,17.0,10.0,80,42.0,88.0,27.0,90.0,59.0,88,93,82,75.0,88.0,91,44.0,31.0,89.0,51.0,76.0,like,44,1936,81.0,81.0,81.0,True,False,True
1406,Suburb,Donald Trump,False,Donald Trump,Illegals that enter our country committing crimes and bringing in drugs,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1953,Female,4-year degree,.958801780636491,99.0,5.0,0.0,0.0,0.0,0.0,2.0,50.0,50.0,53.0,51.0,20.0,0.0,0,41.0,45.0,96.0,95.0,45,0.0,10.0,10.0,40.0,2.0,85,70,45,70.0,61.0,76,6.0,40.0,41.0,79.0,-99.0,dislike,67,4489,0.0,0.0,0.0,False,False,False
1407,Suburb,Hillary Clinton,False,Joe Biden,Income inequality,A little worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Favor a great deal,Favor a great deal,White,1984,Female,4-year degree,1.03404200778801,0.0,89.0,64.0,99.0,72.0,71.0,89.0,90.0,38.0,91.0,91.0,92.0,91.0,91,75.0,82.0,3.0,0.0,53,27.0,64.0,20.0,74.0,53.0,66,74,79,31.0,72.0,73,40.0,19.0,85.0,91.0,64.0,neutral,36,1296,64.0,64.0,64.0,True,False,False
1408,Rural,Hillary Clinton,False,Joe Biden,health care,Moderately worried,Moderate,Independent,Neither favor nor oppose,Oppose strongly,Favor a moderate amount,Favor a moderate amount,White,1959,Male,High school graduate,.878855634357939,1.0,89.0,94.0,50.0,52.0,92.0,78.0,94.0,90.0,91.0,99.0,88.0,51.0,99,99.0,99.0,59.0,2.0,39,2.0,87.0,45.0,98.0,18.0,99,94,99,94.0,98.0,99,4.0,4.0,72.0,91.0,93.0,like,61,3721,94.0,94.0,94.0,True,True,False
1409,Suburb,Donald Trump,False,Donald Trump,the economy and immigrants,Moderately worried,Conservative,Republican,Neither favor nor oppose,Neither favor nor disagree,Oppose a little,Neither favor nor oppose,White,1962,Female,High school graduate,.87142212322185,100.0,2.0,2.0,3.0,2.0,3.0,0.0,50.0,100.0,51.0,50.0,20.0,20.0,46,51.0,51.0,51.0,7.0,94,88.0,83.0,51.0,52.0,90.0,92,88,87,51.0,90.0,89,84.0,82.0,90.0,51.0,-98.0,dislike,58,3364,2.0,2.0,2.0,False,True,False
1410,Suburb,Donald Trump,False,Donald Trump,Political division and disinformation that misleads the public.,Not at all worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1976,Male,4-year degree,1.02283097288894,93.0,19.0,22.0,21.0,16.0,0.0,0.0,100.0,100.0,100.0,100.0,21.0,1.0,40,34.0,19.0,69.0,90.0,20,14.0,40.0,25.0,25.0,25.0,75,52,19,90.0,59.0,78,20.0,21.0,25.0,100.0,-71.0,dislike,44,1936,22.0,22.0,22.0,False,False,False
1411,Town,Someone else,False,Someone else,Capitalism,Extremely worried,,Independent,Oppose a great deal,Oppose strongly,Favor a great deal,Favor a great deal,White,1993,Male,4-year degree,.610471351799231,0.0,15.000000000000007,10.0,65.0,99.0,10.0,13.0,96.0,49.0,95.0,94.0,94.0,96.0,57,0.0,52.0,0.0,0.0,20,,71.0,6.0,16.0,0.0,6,28,26,0.0,22.0,15,0.0,13.0,95.0,96.0,10.0,dislike,27,729,10.0,10.0,10.0,True,True,False
1412,City,Did not vote,False,Probably will not vote,"Poor, homelessness,murders",Extremely worried,,,Oppose a moderate amount,Favor somewhat,Oppose a moderate amount,Oppose a great deal,White,1955,Female,High school graduate,.859624473676246,8.0,33.0,10.0,,17.0,,,11.0,99.0,28.0,60.0,27.0,1.0,54,30.0,49.0,68.0,1.0,30,22.0,6.0,37.0,19.0,2.0,75,42,59,67.0,55.0,83,48.0,2.0,25.0,4.0,2.0,dislike,65,4225,10.0,10.0,10.0,True,True,False
1413,Suburb,Hillary Clinton,False,Joe Biden,"That ignorant, traitorous, racist, sexist sack of shit calling himself the President.",Moderately worried,Liberal,Democrat,Favor a little,Oppose strongly,Favor a little,Favor a little,Hispanic,1980,Male,4-year degree,.703286453979907,0.0,100.0,90.0,86.0,73.0,61.0,91.0,61.0,40.0,81.0,60.0,51.0,69.0,84,69.0,91.0,34.0,1.0,3,7.0,97.0,14.0,50.0,2.0,98,94,60,50.0,58.0,81,45.0,3.0,47.0,71.0,90.0,like,40,1600,90.0,90.0,90.0,True,True,True
1414,Town,Someone else,False,Someone else,Healthcare ! Insurance is breaking poor americans of all races,Moderately worried,Moderate,Democrat,Neither favor nor oppose,Oppose strongly,Oppose a little,Oppose a little,White,1955,Male,High school graduate,.503898711089796,4.0,98.0,47.0,57.0,94.0,51.0,50.0,83.0,86.0,88.0,82.0,76.0,63.0,64,78.0,78.0,63.0,84.0,14,25.0,47.0,16.0,54.0,18.0,66,65,48,46.0,36.0,65,10.0,13.0,41.0,83.0,43.0,neutral,65,4225,47.0,47.0,47.0,True,True,False
1415,Rural,Donald Trump,False,Donald Trump,Immigration,A little worried,Conservative,Democrat,Favor a little,Oppose somewhat,Favor a little,Oppose a great deal,White,1963,Female,High school graduate,.912639809717802,100.0,0.0,81.0,,83.0,,,91.0,86.0,48.0,72.0,0.0,0.0,69,2.0,25.0,41.0,95.0,57,0.0,77.0,2.0,30.0,0.0,90,84,24,0.0,60.0,94,59.0,0.0,3.0,0.0,-19.0,like,57,3249,81.0,81.0,81.0,False,False,True
1416,Suburb,Hillary Clinton,False,Joe Biden,politics,Not at all worried,Moderate,Democrat,Oppose a moderate amount,Oppose strongly,Favor a little,Oppose a great deal,White,1975,Male,4-year degree,1.03413132599488,0.0,75.0,63.0,29.0,38.0,50.0,18.0,50.0,50.0,51.0,51.0,31.0,13.0,50,77.0,73.0,72.0,3.0,28,5.0,36.0,19.0,27.0,17.0,56,38,43,9.0,50.0,100,14.0,5.0,6.0,73.0,63.0,neutral,45,2025,63.0,63.0,63.0,True,False,False
1417,City,Donald Trump,False,Donald Trump,Terrorism,Not at all worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1957,Female,High school graduate,.87142212322185,100.0,43.0,40.0,100.0,100.0,51.0,87.0,91.0,99.0,100.0,91.0,10.0,89.0,63,68.0,69.0,100.0,100.0,56,82.0,90.0,21.0,72.0,18.0,83,63,70,97.0,53.0,80,44.0,43.0,91.0,99.0,-60.0,dislike,63,3969,40.0,40.0,40.0,False,False,False
1418,Rural,Hillary Clinton,False,Joe Biden,DONALD TRUMP.,Very worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a great deal,Neither favor nor oppose,White,1955,Female,No HS diploma,1.12771195596091,1.0,100.0,100.0,100.0,54.0,44.0,69.0,71.0,100.0,50.0,40.0,19.0,51.0,98,71.0,99.0,6.0,12.0,7,4.0,9.0,3.0,2.0,15.0,100,77,73,84.0,100.0,99,8.0,0.0,45.0,88.0,99.0,like,65,4225,100.0,100.0,100.0,True,False,True
1419,Town,Hillary Clinton,False,Joe Biden,Donald Trump,Moderately worried,Moderate,Democrat,Neither favor nor oppose,Favor strongly,Neither favor nor oppose,Neither favor nor oppose,Black,1947,Female,2-year degree,1.05786111444104,4.0,99.0,99.0,71.0,21.0,,,70.0,51.0,50.0,49.0,49.0,60.0,51,,51.0,29.0,29.0,50,50.0,59.0,52.0,51.0,51.0,50,30,50,60.0,50.0,60,50.0,21.0,71.0,71.0,95.0,like,73,5329,99.0,99.0,99.0,True,True,False
1420,City,Hillary Clinton,False,Joe Biden,the lack of unity and the homeless crisis,Moderately worried,Moderate,Democrat,Oppose a little,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,Hispanic,1982,Female,2-year degree,1.04580701262706,1.0,100.0,55.0,72.0,68.0,28.0,31.0,77.0,75.0,98.0,73.0,53.0,91.0,60,44.0,100.0,29.0,12.0,21,6.0,80.0,21.0,6.0,27.0,80,55,56,34.0,71.0,59,15.0,21.0,22.0,96.0,54.0,neutral,38,1444,55.0,55.0,55.0,True,True,False
1421,City,Hillary Clinton,False,Joe Biden,Trump!!,Moderately worried,Conservative,Democrat,Oppose a little,Oppose strongly,Favor a little,Favor a little,Hispanic,1933,Female,Some college,.738875002363923,3.0,94.0,97.0,72.0,66.0,31.0,54.0,89.0,95.0,100.0,96.0,70.0,94.0,62,88.0,80.0,24.0,12.0,13,3.0,98.0,20.0,95.0,8.0,99,93,81,89.0,91.0,95,33.0,0.0,46.0,98.0,94.0,like,87,7569,97.0,97.0,97.0,True,True,False
1422,City,Did not vote,False,Probably will not vote,Healthcare,Moderately worried,,Independent,Neither favor nor oppose,Oppose strongly,Favor a moderate amount,Neither favor nor oppose,Hispanic,1960,Female,High school graduate,1.57446874982222,1.0,58.0,2.0,18.0,21.0,53.0,46.0,100.0,98.0,100.0,48.0,49.0,53.0,31,48.0,53.0,50.0,49.0,54,51.0,86.0,52.0,42.0,44.0,49,49,49,54.0,52.0,52,50.0,54.0,49.0,51.0,1.0,dislike,60,3600,2.0,2.0,2.0,True,True,False
1423,City,Hillary Clinton,False,Joe Biden,Can’t think of anything,Moderately worried,Liberal,Democrat,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,White,1978,Female,4-year degree,1.10598762744637,17.0,98.0,86.0,61.0,38.0,,,84.0,70.0,88.0,81.0,69.0,71.0,53,51.0,47.0,72.0,46.0,52,53.0,52.0,52.0,51.0,48.0,76,64,45,53.0,63.0,55,46.0,53.0,52.0,59.0,69.0,like,42,1764,86.0,86.0,86.0,True,True,False
1424,Town,Donald Trump,False,Donald Trump,The government spending too much time with political temper tantrums and not enough time doing what needs to be done for the country.,Not at all worried,Moderate,Independent,Favor a little,Oppose strongly,Neither favor nor oppose,Favor a little,White,1962,Female,High school graduate,1.01706167969247,66.0,50.0,45.0,46.0,60.0,72.0,50.0,56.0,55.0,55.0,61.0,54.0,45.0,50,50.0,50.0,55.0,55.0,52,30.0,50.0,50.0,50.0,40.0,50,51,50,50.0,51.0,60,48.0,46.0,52.0,71.0,-21.0,neutral,58,3364,45.0,45.0,45.0,False,False,False
1425,Suburb,Donald Trump,False,Donald Trump,"The ""Deep State"" interference and political division and the obvious different set of laws for the politicians versus John Q Public.",Not at all worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1950,Male,Some college,.891904784237684,43.0,1.0,1.0,1.0,0.0,2.0,1.0,85.0,84.0,81.0,85.0,20.0,7.0,0,21.0,4.0,85.0,85.0,6,0.0,30.0,0.0,70.0,0.0,70,50,65,75.0,45.0,80,5.0,8.0,5.0,85.0,-42.0,dislike,70,4900,1.0,1.0,1.0,False,False,False
1426,City,Donald Trump,False,Donald Trump,immigration,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose strongly,Oppose a great deal,Oppose a great deal,White,1965,Male,High school graduate,.792508744423736,100.0,61.0,20.0,13.0,29.0,17.0,22.0,90.0,99.0,89.0,89.0,89.0,14.0,72,22.0,20.0,98.0,97.0,32,20.0,75.0,41.0,89.0,13.0,99,31,100,99.0,70.0,88,41.0,26.0,11.0,91.0,-80.0,dislike,55,3025,20.0,20.0,20.0,False,False,False
1427,Rural,Did not vote,False,Probably will not vote,The people,Moderately worried,,Independent,Favor a little,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,White,1981,Male,High school graduate,1.17827101584555,20.0,20.0,,,,,,33.0,52.0,52.0,40.0,49.0,11.0,30,20.0,22.0,35.0,54.0,42,22.0,22.0,10.0,14.0,6.0,32,18,23,23.0,42.0,40,14.0,10.0,13.0,39.0,,,39,1521,,,nan,False,True,False
1428,Suburb,Hillary Clinton,False,Joe Biden,Political divisiveness,A little worried,Moderate,Democrat,Favor a moderate amount,Oppose strongly,Favor a little,Oppose a little,White,1977,Male,Post-graduate,.783602487218187,3.0,75.0,81.0,92.0,87.0,68.0,45.0,63.0,69.0,66.0,61.0,95.0,61.0,77,90.0,86.0,47.0,1.0,36,31.0,79.0,41.0,71.0,60.0,85,74,71,18.0,55.0,90,100.0,43.0,82.0,90.0,78.0,like,43,1849,81.0,81.0,81.0,True,False,True
1429,Rural,Hillary Clinton,False,Joe Biden,Donald Trump,Very worried,Liberal,Democrat,Oppose a little,Oppose strongly,Oppose a little,Oppose a little,Hispanic,1968,Female,Post-graduate,.932562001341543,1.0,99.0,81.0,95.0,97.0,95.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,96,88.0,95.0,2.0,3.0,42,36.0,99.0,38.0,84.0,42.0,100,100,99,75.0,100.0,100,59.0,49.0,66.0,100.0,80.0,like,52,2704,81.0,81.0,81.0,True,False,False
1430,City,Someone else,False,Someone else,Medical care; Climate Change ; Wars,Very worried,Liberal,Democrat,Oppose a great deal,Oppose strongly,Favor a great deal,Favor a great deal,White,1951,Male,High school graduate,.554578099630963,0.0,21.0,6.0,11.0,100.0,3.0,7.0,80.0,72.0,76.0,71.0,73.0,80.0,27,8.0,15.0,6.0,1.0,51,43.0,70.0,11.0,49.0,66.0,38,59,63,13.0,56.0,72,29.0,61.0,79.0,77.0,6.0,dislike,69,4761,6.0,6.0,6.0,True,False,False
1431,Rural,Donald Trump,False,Donald Trump,nothing getting done in congress,A little worried,Conservative,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,White,1961,Male,High school graduate,.781779454703653,100.0,7.999999999999993,4.0,3.0,6.0,3.0,3.0,79.0,96.0,70.0,87.0,70.0,11.0,11,41.0,30.0,91.0,96.0,2,3.0,76.0,42.0,50.0,10.0,90,81,90,89.0,50.0,95,30.0,21.0,50.0,89.0,-96.0,dislike,59,3481,4.0,4.0,4.0,False,False,False
1432,Suburb,Donald Trump,False,Donald Trump,Hypocrisy and hatred,Not at all worried,Moderate,Independent,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1942,Female,Some college,.964187113748541,95.0,42.0,50.0,22.0,20.0,71.0,41.0,95.0,97.0,99.0,98.0,51.0,12.0,12,51.0,50.0,50.0,69.0,41,41.0,49.0,52.0,63.0,17.0,100,79,94,89.0,89.0,100,47.0,51.0,29.0,100.0,-45.0,neutral,78,6084,50.0,50.0,50.0,False,False,False
1433,City,Donald Trump,False,Donald Trump,figuring out the health care problem,A little worried,Conservative,Republican,Oppose a great deal,Oppose strongly,Oppose a moderate amount,Oppose a moderate amount,White,1955,Female,High school graduate,.912639809717802,71.0,41.0,50.0,30.0,31.0,44.0,17.0,99.0,89.0,94.0,99.0,88.0,31.0,41,50.0,50.0,50.0,50.0,40,31.0,40.0,50.0,51.0,31.0,88,79,49,89.0,52.0,95,39.0,40.0,50.0,91.0,-21.0,neutral,65,4225,50.0,50.0,50.0,False,False,False
1434,Rural,Donald Trump,False,Donald Trump,Democratic Party sedition,A little worried,Conservative,Independent,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1953,Male,Post-graduate, ,100.0,16.0,12.0,0.0,2.0,3.0,0.0,100.0,100.0,100.0,100.0,50.0,32.0,0,58.0,13.0,100.0,86.0,29,14.0,61.0,28.0,49.0,0.0,98,49,85,100.0,37.0,59,23.0,48.0,25.0,100.0,-88.0,dislike,67,4489,12.0,12.0,12.0,False,False,False
1435,City,Donald Trump,False,Donald Trump,the emigration,Moderately worried,Moderate,Republican,Favor a little,Favor somewhat,Favor a little,Favor a little,White,1984,Male,Post-graduate,.763393935566899,77.0,62.0,59.0,58.0,62.0,48.0,63.0,52.0,56.0,56.0,63.0,66.0,53.0,62,66.0,62.0,57.0,57.0,54,56.0,47.0,58.0,60.0,55.0,54,65,50,70.0,59.0,53,66.0,64.0,59.0,56.0,-18.0,neutral,36,1296,59.0,59.0,59.0,False,True,True
1436,Suburb,Hillary Clinton,False,Joe Biden,Racial and terrorism.,A little worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Favor a great deal,Favor a great deal,Black,1975,Male,4-year degree,1.00308317689725,0.0,94.0,50.0,81.0,90.0,35.0,25.0,51.0,50.0,78.0,49.0,51.0,50.0,63,39.0,85.0,5.0,0.0,14,0.0,19.0,13.0,11.0,7.0,68,16,56,15.0,60.0,72,3.0,0.0,16.0,94.0,50.0,neutral,45,2025,50.0,50.0,50.0,True,False,False
1437,City,Donald Trump,False,Donald Trump,I feel the state of the ecomony is most important,A little worried,Conservative,Republican,Oppose a great deal,Oppose strongly,Oppose a great deal,Oppose a great deal,White,1988,Female,4-year degree,1.02274263069667,82.0,9.0,14.0,11.0,15.0,9.0,16.0,44.0,56.0,50.0,41.0,52.0,14.0,50,16.0,23.0,65.0,83.0,14,3.0,31.0,22.0,10.0,7.0,66,67,51,83.0,50.0,34,14.0,4.0,89.0,89.0,-68.0,dislike,32,1024,14.0,14.0,14.0,False,False,False
1438,Suburb,Hillary Clinton,False,Joe Biden,Climate change and apathy about the damage we're doing to the environment.,Moderately worried,Liberal,Democrat,Favor a little,Oppose strongly,Favor a little,Favor a moderate amount,White,1979,Male,Post-graduate,.79489925395261,2.0,97.0,65.0,80.0,69.0,85.0,70.0,85.0,70.0,85.0,70.0,80.0,75.0,75,75.0,75.0,25.0,5.0,30,10.0,70.0,20.0,55.0,40.0,85,65,55,40.0,70.0,90,40.0,35.0,65.0,80.0,63.0,neutral,41,1681,65.0,65.0,65.0,True,True,True
1439,Suburb,Someone else,False,Joe Biden,Income inequality,Moderately worried,Liberal,Democrat,Favor a little,Oppose strongly,Favor a great deal,Favor a great deal,White,1985,Male,4-year degree,1.01654624177958,0.0,46.0,42.0,55.0,100.0,42.0,40.0,90.0,87.0,91.0,90.0,86.0,92.0,86,78.0,78.0,10.0,2.0,10,2.0,83.0,14.0,82.0,40.0,83,78,89,25.0,81.0,93,15.0,9.0,76.0,94.0,42.0,neutral,35,1225,42.0,42.0,42.0,True,True,True
1440,Rural,Hillary Clinton,False,Someone else,healt care,Not at all worried,Liberal,Independent,Neither favor nor oppose,Oppose strongly,Neither favor nor oppose,Neither favor nor oppose,White,1956,Male,High school graduate,.897550307642941,2.0,49.0,60.0,9.0,40.0,,,50.0,50.0,6.0,24.0,12.0,38.0,59,51.0,52.0,9.0,50.0,51,6.0,47.0,29.0,31.0,10.0,50,40,50,40.0,50.0,50,48.0,29.0,24.0,50.0,58.0,neutral,64,4096,60.0,60.0,60.0,True,False,False
1441,City,Did not vote,False,Donald Trump,Identity politics and left wing fundamentalism,Not at all worried,Conservative,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,White,1975,Male,2-year degree,.963735915898099,80.0,2.0,2.0,0.0,1.0,0.0,0.0,80.0,80.0,80.0,80.0,50.0,50.0,20,51.0,11.0,80.0,80.0,51,17.0,81.0,40.0,73.0,42.0,87,73,80,80.0,71.0,79,50.0,63.0,11.0,80.0,-78.0,dislike,45,2025,2.0,2.0,2.0,False,False,False
1442,Suburb,Someone else,False,Someone else,Criminal justice reform,A little worried,Moderate,Independent,Oppose a great deal,Oppose strongly,Oppose a great deal,Oppose a great deal,White,1977,Male,4-year degree,.719398435501688,2.0,50.0,45.0,20.0,20.0,55.0,5.0,50.0,50.0,50.0,50.0,50.0,45.0,65,50.0,50.0,10.0,40.0,25,0.0,50.0,10.0,50.0,10.0,60,60,60,45.0,55.0,60,1.0,10.0,20.0,50.0,43.0,neutral,43,1849,45.0,45.0,45.0,True,False,False
1443,Rural,Donald Trump,False,Donald Trump,The dem against Donald Trump,Moderately worried,Moderate,Republican,Oppose a moderate amount,Neither favor nor disagree,Oppose a moderate amount,Oppose a great deal,White,1957,Female,High school graduate,.912639809717802,100.0,1.0,1.0,2.0,2.0,4.0,7.0,50.0,50.0,50.0,50.0,1.0,1.0,40,50.0,50.0,50.0,50.0,40,50.0,40.0,40.0,40.0,40.0,50,50,50,40.0,50.0,50,50.0,40.0,40.0,0.0,-99.0,dislike,63,3969,1.0,1.0,1.0,False,True,False
1444,City,Hillary Clinton,False,Joe Biden,healthcare,A little worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Neither favor nor oppose,Favor a little,White,1989,Male,High school graduate,7.03646496881757,0.0,80.0,60.0,70.0,60.0,50.0,66.0,50.0,50.0,50.0,50.0,50.0,50.0,51,71.0,75.0,15.0,11.0,31,0.0,69.0,40.0,50.0,41.0,63,65,66,51.0,66.0,70,36.0,10.0,50.0,50.0,60.0,neutral,31,961,60.0,60.0,60.0,True,False,False
1445,Suburb,Did not vote,False,Someone else,Drogus,Moderately worried,Moderate,Republican,Favor a little,Neither favor nor disagree,Favor a moderate amount,Oppose a little,Hispanic,1989,Male,Some college,1.4594537392949,36.0,46.0,49.0,50.0,47.0,53.0,56.0,46.0,53.0,50.0,31.0,50.0,40.0,50,32.0,38.0,43.0,43.0,80,66.0,52.0,54.0,41.0,45.0,54,38,47,52.0,62.0,39,63.0,51.0,44.0,59.0,13.0,neutral,31,961,49.0,49.0,49.0,True,True,True
1446,Rural,Hillary Clinton,False,Joe Biden,"A slide into fascism, authoritarianism, and intolerance.",Extremely worried,Liberal,Democrat,Favor a moderate amount,Oppose strongly,Favor a great deal,Favor a great deal,White,1950,Female,Post-graduate,1.12291843396482,0.0,100.0,71.0,99.0,96.0,54.0,81.0,90.0,41.0,70.0,74.0,85.0,71.0,99,89.0,100.0,0.0,1.0,40,6.0,89.0,6.0,85.0,60.0,89,89,84,60.0,90.0,91,31.0,5.0,89.0,99.0,71.0,like,70,4900,71.0,71.0,71.0,True,True,True
1447,City,Hillary Clinton,False,Joe Biden,Homeless,Moderately worried,,Democrat,Favor a moderate amount,Oppose strongly,Neither favor nor oppose,Favor a moderate amount,Black,1949,Female,Some college,1.030579627565,30.0,99.0,96.0,75.0,96.0,85.0,70.0,99.0,70.0,91.0,70.0,76.0,21.0,71,80.0,90.0,17.0,41.0,54,6.0,85.0,36.0,50.0,51.0,95,51,61,55.0,85.0,96,51.0,48.0,51.0,80.0,66.0,like,71,5041,96.0,96.0,96.0,True,True,False
1448,Town,Did not vote,False,Probably will not vote,Illegal Immigrants taking american jobs!,Moderately worried,,Democrat,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,White,1996,Female,2-year degree,.872100489544827,46.0,70.0,50.0,51.0,51.0,53.0,45.0,50.0,100.0,29.0,37.0,11.0,7.0,56,53.0,68.0,66.0,94.0,7,4.0,21.0,11.0,6.0,4.0,28,20,13,10.0,53.0,40,16.0,34.0,3.0,31.0,4.0,neutral,24,576,50.0,50.0,50.0,True,True,False
1449,City,Donald Trump,False,Someone else,For Americans To Come Together And Build A Greater Land For Americans And Their Future!,A little worried,Conservative,Democrat,Neither favor nor oppose,Oppose somewhat,Neither favor nor oppose,Oppose a little,Black,1961,Male,Some college,.800618745364708,60.0,91.0,91.0,90.0,90.0,90.0,71.0,90.0,89.0,79.0,81.0,80.0,54.0,80,91.0,90.0,91.0,89.0,45,60.0,84.0,89.0,73.0,70.0,88,87,91,41.0,90.0,89,62.0,81.0,84.0,86.0,31.0,like,59,3481,91.0,91.0,91.0,True,False,False
